C1242|吉林|长春|1325|1365
C1243|长春|吉林|467|507
C1244|吉林|长春|1258|1298
C1245|长春|吉林|376|416
C1246|吉林|长春|1125|1165
C1247|长春|吉林|404|444
C1248|吉林|长春|1230|1270
C2001|北京南|天津|361|396
C2002|天津|北京南|378|413
C2003|北京南|天津|374|409
C2004|天津|北京南|412|447
C2005|北京南|天津|387|422
C2006|天津|北京南|435|470
C2007|北京南|天津|403|438
C2008|天津|北京南|482|517
C2009|北京南|天津|411|446
C2010|天津|北京南|491|526
C2011|北京南|天津|423|458
C2012|天津|北京南|503|538
C2013|北京南|天津|433|468
C2014|天津|北京南|518|553
C2015|北京南|天津|466|501
C2016|天津|北京南|547|582
C2017|北京南|天津|499|534
C2018|天津|北京南|591|626
C2019|北京南|天津|507|542
C2020|天津|北京南|597|632
C2021|北京南|天津|519|554
C2022|天津|北京南|602|637
C2023|北京南|天津|543|578
C2024|天津|北京南|629|664
C2025|北京南|天津|548|583
C2026|天津|北京南|639|674
C2027|北京南|天津|557|592
C2028|天津|北京南|665|700
C2029|北京南|天津|565|600
C2030|天津|北京南|674|709
C2031|北京南|天津|577|612
C2032|天津|北京南|695|730
C2033|北京南|天津|600|635
C2034|天津|北京南|715|750
C2035|北京南|天津|608|643
C2036|天津|北京南|727|762
C2037|北京南|天津|640|675
C2038|天津|北京南|733|768
C2039|北京南|天津|648|683
C2040|天津|北京南|739|774
C2041|北京南|天津|672|707
C2042|天津|北京南|756|791
C2043|北京南|天津|678|713
C2044|天津|北京南|782|817
C2045|北京南|天津|690|725
C2046|天津|北京南|795|830
C2047|北京南|天津|702|737
C2048|天津|北京南|818|853
C2049|北京南|天津|714|749
C2050|天津|北京南|846|881
C2051|北京南|天津|743|778
C2052|天津|北京南|881|916
C2053|北京南|天津|770|805
C2054|天津|北京南|887|922
C2055|北京南|天津|793|828
C2056|天津|北京南|905|940
C2057|北京南|天津|832|867
C2058|天津|北京南|917|952
C2059|北京南|天津|858|893
C2060|天津|北京南|931|966
C2061|北京南|天津|880|915
C2062|天津|北京南|983|1018
C2063|北京南|天津|889|924
C2064|天津|北京南|1005|1040
C2065|北京南|天津|900|935
C2066|天津|北京南|1026|1061
C2067|北京南|天津|932|967
C2068|天津|北京南|1055|1090
C2069|北京南|天津|945|980
C2070|天津|北京南|1061|1096
C2071|北京南|天津|962|997
C2072|天津|北京南|1081|1116
C2073|北京南|天津|992|1027
C2074|天津|北京南|1090|1125
C2075|北京南|天津|1001|1036
C2076|天津|北京南|1095|1130
C2077|北京南|天津|1009|1044
C2078|天津|北京南|1121|1156
C2079|北京南|天津|1043|1078
C2080|天津|北京南|1157|1192
C2081|北京南|天津|1065|1100
C2082|天津|北京南|1170|1205
C2083|北京南|天津|1086|1121
C2084|天津|北京南|1178|1213
C2085|北京南|天津|1115|1150
C2086|天津|北京南|1209|1244
C2087|北京南|天津|1132|1167
C2088|天津|北京南|1219|1254
C2089|北京南|天津|1146|1181
C2090|天津|北京南|1231|1266
C2091|北京南|天津|1182|1217
C2092|天津|北京南|1254|1289
C2093|北京南|天津|1202|1237
C2094|天津|北京南|1263|1298
C2095|北京南|天津|1208|1243
C2096|天津|北京南|1287|1322
C2097|北京南|天津|1267|1302
C2098|天津|北京南|1299|1334
C2099|北京南|天津|1286|1321
C2100|天津|北京南|1313|1348
C2101|北京南|天津|1310|1345
C2102|天津|北京南|1323|1358
C2103|北京南|天津|1338|1373
C2104|天津|北京南|1340|1375
C2105|北京南|天津|1363|1398
C2106|天津|北京南|1353|1388
C2107|北京南|天津|1385|1420
C2108|天津|北京南|1372|1407
C2201|北京南|天津|392|433
C2202|天津|北京南|398|439
C2203|北京南|天津|451|492
C2204|天津|北京南|420|461
C2205|北京南|天津|488|529
C2206|天津|北京南|448|489
C2207|北京南|天津|532|573
C2208|天津|北京南|464|505
C2209|北京南|天津|585|626
C2210|天津|北京南|531|572
C2211|北京南|天津|616|657
C2212|天津|北京南|552|593
C2213|北京南|天津|654|695
C2214|天津|北京南|577|618
C2215|北京南|天津|726|767
C2216|天津|北京南|614|655
C2217|北京南|天津|752|793
C2218|天津|北京南|647|688
C2219|北京南|天津|780|821
C2220|天津|北京南|700|741
C2221|北京南|天津|820|861
C2222|天津|北京南|767|808
C2223|北京南|天津|842|883
C2224|天津|北京南|830|871
C2225|北京南|天津|912|953
C2226|天津|北京南|869|910
C2227|北京南|天津|950|991
C2228|天津|北京南|893|934
C2229|北京南|天津|968|1009
C2230|天津|北京南|939|980
C2231|北京南|天津|1029|1070
C2232|天津|北京南|969|1010
C2233|北京南|天津|1051|1092
C2234|天津|北京南|993|1034
C2235|北京南|天津|1072|1113
C2236|天津|北京南|1043|1084
C2237|北京南|天津|1120|1161
C2238|天津|北京南|1067|1108
C2239|北京南|天津|1166|1207
C2240|天津|北京南|1103|1144
C2241|北京南|天津|1215|1256
C2242|天津|北京南|1139|1180
C2243|北京南|天津|1234|1275
C2244|天津|北京南|1195|1236
C2245|北京南|天津|1256|1297
C2246|天津|北京南|1271|1312
C2301|天津|于家堡|360|382
C2302|于家堡|天津|613|640
C2303|天津|于家堡|672|706
C2304|于家堡|天津|731|764
C2305|天津|于家堡|780|807
C2306|于家堡|天津|830|863
C2307|天津|于家堡|940|974
C2308|于家堡|天津|1056|1077
C2309|天津|于家堡|1093|1115
C2581|北京南|于家堡|443|500
C2582|于家堡|北京南|438|494
C2583|北京南|于家堡|524|589
C2584|于家堡|北京南|534|598
C2585|北京南|于家堡|627|686
C2586|于家堡|北京南|715|780
C2587|北京南|于家堡|798|863
C2588|于家堡|北京南|895|960
C2589|北京南|于家堡|979|1038
C2590|于家堡|北京南|1008|1073
C2591|北京南|于家堡|1098|1167
C2592|于家堡|北京南|1131|1187
C2593|北京南|于家堡|1226|1291
C2594|于家堡|北京南|1216|1281
C2596|于家堡|北京南|1312|1368
C2611|北京南|天津西|1194|1229
C2612|天津西|北京南|1131|1166
C2613|北京南|天津西|1106|1141
C2614|天津西|北京南|390|425
C2615|北京南|天津西|1248|1283
C2616|天津西|北京南|1186|1221
C2801|宋城路|郑州东|430|458
C2802|郑州东|宋城路|484|513
C2803|宋城路|郑州东|643|677
C2804|郑州东|宋城路|695|724
C2805|宋城路|新郑机场|744|801
C2806|新郑机场|宋城路|819|876
C2807|宋城路|新郑机场|1044|1116
C2808|新郑机场|宋城路|1159|1224
C2809|宋城路|郑州|1279|1336
C2881|郑州|新郑机场|543|570
C2882|新郑机场|郑州东|583|602
C2883|郑州东|新郑机场|619|638
C2884|新郑机场|郑州东|655|676
C2885|郑州东|新郑机场|754|773
C2886|新郑机场|郑州东|833|852
C2887|郑州东|新郑机场|873|892
C2888|新郑机场|郑州东|928|947
C2889|郑州东|新郑机场|995|1014
C2890|新郑机场|郑州东|1068|1087
C2891|郑州东|新郑机场|1136|1155
C2892|新郑机场|郑州东|1191|1210
C2893|郑州东|新郑机场|1231|1250
C2894|新郑机场|郑州东|1269|1288
C2895|郑州东|新郑机场|1306|1325
C2896|新郑机场|郑州|1405|1431
C2900|郑州|焦作|436|494
C2901|焦作|宋城路|511|624
C2903|宋城路|焦作|535|626
C2905|焦作|郑州|641|675
C2906|郑州|焦作|704|745
C2907|焦作|郑州|765|799
C2908|郑州|焦作|819|871
C2909|焦作|宋城路|892|1018
C2911|宋城路|焦作|894|1004
C2913|焦作|郑州|1023|1065
C2914|郑州|焦作|1085|1140
C2915|焦作|郑州|1178|1234
C2921|焦作|新郑机场|528|614
C2922|郑州|焦作|391|445
C2923|郑州东|新郑机场|668|687
C2924|新郑机场|郑州东|630|649
C2925|焦作|郑州|825|873
C2926|新郑机场|焦作|721|809
C2927|焦作|新郑机场|960|1050
C2928|郑州|焦作|890|937
C2930|新郑机场|郑州|1090|1120
C2951|焦作|郑州|685|740
C2952|郑州|焦作|576|638
C2961|郑州|新郑机场|318|345
C2962|新郑机场|郑州东|410|435
C2963|郑州东|新郑机场|471|497
C2964|新郑机场|郑州东|533|552
C2965|郑州东|新郑机场|643|662
C2966|新郑机场|郑州|679|707
C2967|郑州|新郑机场|731|758
C2968|新郑机场|宋城路|777|833
C2969|宋城路|新郑机场|851|920
C2970|新郑机场|郑州|953|982
C2971|郑州|新郑机场|1002|1030
C2972|新郑机场|宋城路|1045|1114
C2973|宋城路|新郑机场|1131|1189
C2974|新郑机场|郑州东|1209|1228
C2975|郑州东|新郑机场|1248|1267
C2976|新郑机场|郑州|1329|1355
C5001|汉口|咸宁南|373|493
C5002|咸宁南|武昌|520|601
C5005|武昌|咸宁南|565|662
C5006|咸宁南|武昌|679|727
C5007|武昌|咸宁南|620|689
C5008|咸宁南|武昌|813|910
C5011|武昌|咸宁南|742|821
C5012|咸宁南|武昌|900|997
C5013|武昌|咸宁南|926|1017
C5014|咸宁南|武昌|1033|1097
C5017|武昌|咸宁南|1022|1076
C5018|咸宁南|汉口|1092|1195
C5019|武昌|咸宁南|1112|1172
C5020|咸宁南|汉口|1187|1257
C6101|成都|青城山|408|453
C6102|青城山|成都|470|514
C6103|成都|青城山|529|578
C6104|青城山|犀浦|593|627
C6105|犀浦|青城山|562|603
C6106|青城山|成都|620|670
C6107|犀浦|青城山|635|678
C6108|青城山|犀浦|699|748
C6109|犀浦|青城山|781|816
C6110|青城山|犀浦|829|853
C6111|犀浦|都江堰|979|1010
C6112|都江堰|成都|1027|1071
C6113|成都|青城山|1001|1046
C6114|青城山|成都|1063|1130
C6115|成都|都江堰|1087|1120
C6116|都江堰|犀浦|1135|1155
C6117|成都|青城山|1156|1205
C6118|都江堰|犀浦|1217|1237
C6119|犀浦|都江堰|1184|1204
C6120|青城山|犀浦|1220|1255
C6121|犀浦|青城山|1267|1300
C6122|青城山|成都|1313|1359
C6123|犀浦|青城山|1285|1325
C6124|青城山|成都|1338|1378
C6127|犀浦|都江堰|380|400
C6128|都江堰|成都|415|448
C6129|成都|都江堰|468|502
C6130|都江堰|犀浦|517|546
C6131|犀浦|都江堰|578|602
C6132|都江堰|犀浦|619|639
C6133|犀浦|都江堰|671|690
C6134|都江堰|犀浦|704|724
C6135|犀浦|都江堰|754|778
C6136|都江堰|成都|798|829
C6137|成都|都江堰|845|883
C6138|都江堰|成都|903|941
C6139|成都|都江堰|956|985
C6140|都江堰|犀浦|1000|1020
C6141|犀浦|都江堰|1056|1080
C6142|都江堰|犀浦|1096|1122
C6143|犀浦|都江堰|1152|1171
C6144|都江堰|成都|1186|1219
C6145|成都|都江堰|1238|1267
C6146|都江堰|成都|1282|1324
C6152|离堆公园|犀浦|443|477
C6153|犀浦|离堆公园|517|555
C6154|离堆公园|犀浦|571|605
C6155|成都|离堆公园|688|739
C6156|离堆公园|成都|754|809
C6157|犀浦|离堆公园|883|912
C6158|离堆公园|犀浦|925|949
C6160|离堆公园|犀浦|1154|1182
C6181|成都|彭州|422|472
C6182|彭州|犀浦|490|524
C6183|犀浦|彭州|660|688
C6184|彭州|成都|727|777
C6185|犀浦|彭州|1211|1234
C6186|彭州|成都|1248|1291
